File name;sequence;time parsed;rows inserted
/Options_prices new/options_prices_2016.txt;37;22.02.2018 12:17;1156800
/2018-1H/bondfeed.xml;32;15.08.2018 11:06;83001
/2018-1H/bondindex.xml;32;15.08.2018 11:07;610
/2018-1H/bondprices_ABM.xml;32;15.08.2018 11:07;5083
/2018-1H/bondprices_OB.xml;32;15.08.2018 11:09;12816
/2018-1H/equityfeed.xml;32;15.08.2018 11:10;9940
/2018-1H/equityindex.xml;32;15.08.2018 11:10;7808
/2018-1H/equitypricedump_OAX.xml;32;15.08.2018 11:11;2764
/2018-1H/equitypricedump_OB.xml;32;15.08.2018 11:19;96932
/2018-1H/equity_pricedump_19800101_20180630_adjusted.txt;32;15.08.2018 12:10;2531218
/2018-1H/equity_pricedump_19800101_20180630_adjusted_axess.txt;32;15.08.2018 12:12;82853
/2018-1H/equity_pricedump_adjusted.txt;32;15.08.2018 12:15;96928
/2018-1H/equity_pricedump_adjusted_axess.txt;32;15.08.2018 12:16;2764
/2018-1H/funds.txt;32;15.08.2018 12:16;1508
/2018-1H/fund_dividends.txt;32;15.08.2018 12:16;4
/2018-1H/fund_prices.txt;32;15.08.2018 12:19;161569
/2018-1H/futforw_prices.txt;32;15.08.2018 12:20;31241
/2018-1H/oa_gics.txt;32;15.08.2018 12:20;22
/2018-1H/ob_gics.txt;32;15.08.2018 12:20;170
/2018-1H/options_prices.txt;32;15.08.2018 12:31;541289
/2018-1H/shareidx_prices.txt;32;15.08.2018 12:32;5612
;;;
/OSEBX_number_shares.csv;1;2018-11-28 18:50:33;329615
